StartTime,overload_DE,overload_DK,overload_HU,overload_IT,overload_NL,overload_PO,overload_SE,overload_SP,overload
2022-01-03 00:00:00,-130585.0,-2899.0,-15144.0,-14675.0,-41310.0,-13814.0,-9583.0,-17820.0,3.0
2022-01-03 01:00:00,-127850.0,-2904.0,-14663.0,-14158.0,-40722.0,-13911.0,-9641.0,-17412.0,3.0
2022-01-03 02:00:00,-131716.0,-3001.0,-14651.0,-14460.0,-40408.0,-14407.0,-9563.0,-17402.0,3.0
2022-01-03 03:00:00,-145219.0,-3098.0,-15446.0,-15896.0,-40904.0,-15297.0,-9472.0,-18166.0,3.0
2022-01-03 04:00:00,-168702.0,-3662.0,-17562.0,-21480.0,-43656.0,-18213.0,-8980.0,-20192.0,3.0
2022-01-03 05:00:00,-199189.0,-4050.0,-20492.0,-25219.0,-47720.0,-20357.0,-8749.0,-23019.0,3.0
2022-01-03 06:00:00,-220707.0,-4289.0,-21691.0,-27429.0,-52694.0,-21462.0,-9046.0,-25020.0,3.0
2022-01-03 07:00:00,-229423.0,-4263.0,-22426.0,-29958.0,-56946.0,-22368.0,-9032.0,-26196.0,3.0
2022-01-03 08:00:00,-234102.0,-4347.0,-22947.0,-31279.0,-58028.0,-22418.0,-9313.0,-27701.0,3.0
2022-01-03 09:00:00,-243253.0,-4405.0,-23231.0,-31862.0,-56791.0,-22805.0,-9537.0,-27845.0,3.0
2022-01-03 10:00:00,-250043.0,-4282.0,-23247.0,-31144.0,-55380.0,-22841.0,-9575.0,-27891.0,3.0
2022-01-03 11:00:00,-249200.0,-4278.0,-23089.0,-30816.0,-55770.0,-22958.0,-9739.0,-27934.0,3.0
2022-01-03 12:00:00,-246071.0,-4286.0,-22430.0,-31217.0,-56169.0,-22797.0,-9797.0,-27467.0,3.0
2022-01-03 13:00:00,-243462.0,-4208.0,-22550.0,-31064.0,-57383.0,-22481.0,-10252.0,-26645.0,3.0
2022-01-03 14:00:00,-235581.0,-4373.0,-22956.0,-31095.0,-58733.0,-22765.0,-10491.0,-25677.0,3.0
2022-01-03 15:00:00,-234100.0,-4695.0,-23772.0,-31347.0,-61158.0,-22576.0,-10581.0,-25337.0,3.0
2022-01-03 16:00:00,-242208.0,-4620.0,-23534.0,-31367.0,-63727.0,-22305.0,-10433.0,-26339.0,3.0
2022-01-03 17:00:00,-244387.0,-4248.0,-23191.0,-31616.0,-60538.0,-22465.0,-10060.0,-27057.0,3.0
2022-01-03 18:00:00,-235649.0,-3885.0,-22761.0,-30230.0,-57920.0,-22217.0,-9936.0,-28011.0,3.0
2022-01-03 19:00:00,-220107.0,-3500.0,-21962.0,-28510.0,-54740.0,-20784.0,-9825.0,-27589.0,3.0
2022-01-03 20:00:00,-204773.0,-3199.0,-21081.0,-25698.0,-52045.0,-19310.0,-9362.0,-25306.0,3.0
2022-01-03 21:00:00,-191428.0,-3070.0,-20165.0,-23043.0,-49211.0,-17996.0,-9081.0,-23716.0,3.0
2022-01-03 22:00:00,-176741.0,-3019.0,-18990.0,-20662.0,-46446.0,-17126.0,-9929.0,-22427.0,3.0
2022-01-03 23:00:00,-158478.0,-2891.0,-17810.0,-19323.0,-44340.0,-16417.0,-10034.0,-20780.0,3.0
2022-01-04 00:00:00,-148778.0,-2769.0,-16923.0,-18334.0,-43440.0,-16146.0,-10170.0,-19583.0,3.0
2022-01-04 01:00:00,-149061.0,-2709.0,-16256.0,-18141.0,-42531.0,-16136.0,-10032.0,-19133.0,3.0
2022-01-04 02:00:00,-152975.0,-2703.0,-16060.0,-18432.0,-42165.0,-16469.0,-9769.0,-18918.0,3.0
2022-01-04 03:00:00,-162358.0,-2829.0,-16781.0,-19855.0,-42720.0,-17292.0,-10073.0,-19578.0,3.0
2022-01-04 04:00:00,-180402.0,-3316.0,-18717.0,-23538.0,-44963.0,-19655.0,-10465.0,-21043.0,3.0
2022-01-04 05:00:00,-205535.0,-3950.0,-21586.0,-27302.0,-49092.0,-21529.0,-11223.0,-23534.0,3.0
2022-01-04 06:00:00,-217805.0,-4299.0,-22421.0,-30475.0,-54720.0,-22490.0,-10936.0,-24350.0,3.0
2022-01-04 07:00:00,-226541.0,-4351.0,-22406.0,-32295.0,-59194.0,-22909.0,-10862.0,-25473.0,3.0
2022-01-04 08:00:00,-227395.0,-4428.0,-22380.0,-32621.0,-60748.0,-23085.0,-10540.0,-26697.0,3.0
2022-01-04 09:00:00,-230964.0,-4467.0,-22613.0,-32385.0,-60625.0,-23275.0,-10583.0,-26697.0,3.0
2022-01-04 10:00:00,-239597.0,-4395.0,-22928.0,-31560.0,-60653.0,-23557.0,-10102.0,-26638.0,3.0
2022-01-04 11:00:00,-245453.0,-4384.0,-23357.0,-30928.0,-60543.0,-23378.0,-9905.0,-27435.0,3.0
2022-01-04 12:00:00,-245466.0,-4330.0,-23081.0,-31146.0,-60462.0,-23094.0,-9915.0,-27398.0,3.0
2022-01-04 13:00:00,-242246.0,-4250.0,-23215.0,-31450.0,-60088.0,-23004.0,-10689.0,-26773.0,3.0
2022-01-04 14:00:00,-240454.0,-4436.0,-23472.0,-32496.0,-60420.0,-23456.0,-11130.0,-25894.0,3.0
2022-01-04 15:00:00,-240728.0,-4740.0,-24225.0,-33177.0,-62670.0,-23290.0,-11305.0,-24934.0,3.0
2022-01-04 16:00:00,-243223.0,-4500.0,-23907.0,-33351.0,-65115.0,-22817.0,-10890.0,-26280.0,3.0
2022-01-04 17:00:00,-245876.0,-4228.0,-23616.0,-33347.0,-61790.0,-22856.0,-10223.0,-27182.0,3.0
2022-01-04 18:00:00,-240203.0,-3937.0,-23100.0,-31753.0,-59356.0,-22443.0,-9746.0,-28439.0,3.0
2022-01-04 19:00:00,-224964.0,-3717.0,-22254.0,-29357.0,-56315.0,-20871.0,-9061.0,-27397.0,3.0
2022-01-04 20:00:00,-213574.0,-3461.0,-21210.0,-26131.0,-53635.0,-19577.0,-8376.0,-25308.0,3.0
2022-01-04 21:00:00,-199236.0,-3206.0,-20267.0,-23110.0,-51032.0,-18284.0,-7581.0,-23620.0,3.0
2022-01-04 22:00:00,-181336.0,-3102.0,-19147.0,-20226.0,-48108.0,-17270.0,-7293.0,-22867.0,3.0
2022-01-04 23:00:00,-169003.0,-2953.0,-17898.0,-18526.0,-46021.0,-16686.0,-6991.0,-20952.0,3.0
2022-01-05 00:00:00,-156343.0,-3110.0,-17098.0,-17384.0,-44482.0,-16309.0,-6800.0,-19941.0,3.0
2022-01-05 01:00:00,-153714.0,-3090.0,-16468.0,-17077.0,-44257.0,-16323.0,-6895.0,-19418.0,3.0
2022-01-05 02:00:00,-159163.0,-3063.0,-16315.0,-17314.0,-44086.0,-16684.0,-6981.0,-19260.0,3.0
2022-01-05 03:00:00,-170057.0,-3124.0,-17116.0,-18892.0,-44675.0,-17390.0,-7414.0,-19628.0,3.0
2022-01-05 04:00:00,-188185.0,-3672.0,-18861.0,-23518.0,-46196.0,-19704.0,-8220.0,-21020.0,3.0
2022-01-05 05:00:00,-222590.0,-4268.0,-21728.0,-26764.0,-49933.0,-21638.0,-9214.0,-23367.0,3.0
2022-01-05 06:00:00,-242661.0,-4512.0,-22546.0,-28627.0,-55472.0,-22194.0,-9722.0,-25527.0,3.0
2022-01-05 07:00:00,-251247.0,-4582.0,-23060.0,-30279.0,-59290.0,-22542.0,-9918.0,-26539.0,3.0
2022-01-05 08:00:00,-257218.0,-4610.0,-23338.0,-31342.0,-60957.0,-22885.0,-10249.0,-27891.0,3.0
2022-01-05 09:00:00,-262035.0,-4583.0,-23614.0,-32140.0,-61061.0,-23396.0,-10308.0,-28399.0,3.0
2022-01-05 10:00:00,-265957.0,-4531.0,-24008.0,-31735.0,-60147.0,-23472.0,-10284.0,-28633.0,3.0
2022-01-05 11:00:00,-262850.0,-4516.0,-24062.0,-30937.0,-59243.0,-23370.0,-10494.0,-28659.0,3.0
2022-01-05 12:00:00,-261081.0,-4476.0,-23716.0,-31273.0,-59097.0,-23054.0,-10535.0,-28080.0,3.0
2022-01-05 13:00:00,-259769.0,-4431.0,-23984.0,-30228.0,-59423.0,-22835.0,-11218.0,-27068.0,3.0
2022-01-05 14:00:00,-255051.0,-4551.0,-24190.0,-30128.0,-60390.0,-23372.0,-11335.0,-26027.0,3.0
2022-01-05 15:00:00,-252191.0,-4897.0,-24717.0,-30684.0,-62628.0,-23184.0,-11271.0,-25500.0,3.0
2022-01-05 16:00:00,-257930.0,-4753.0,-24264.0,-30519.0,-64966.0,-22517.0,-11258.0,-25199.0,3.0
2022-01-05 17:00:00,-263180.0,-4456.0,-23970.0,-30445.0,-62224.0,-22286.0,-11123.0,-24632.0,3.0
2022-01-05 18:00:00,-252018.0,-4246.0,-23491.0,-29942.0,-59730.0,-22171.0,-10801.0,-25707.0,3.0
2022-01-05 19:00:00,-232466.0,-4038.0,-22662.0,-28135.0,-56867.0,-20967.0,-10324.0,-25490.0,3.0
2022-01-05 20:00:00,-217305.0,-3769.0,-21729.0,-25196.0,-54045.0,-19517.0,-10147.0,-24723.0,3.0
2022-01-05 21:00:00,-204051.0,-3450.0,-20889.0,-22556.0,-51583.0,-18236.0,-9732.0,-23026.0,3.0
2022-01-05 22:00:00,-189291.0,-3217.0,-19878.0,-19926.0,-48759.0,-17242.0,-9160.0,-21367.0,3.0
2022-01-05 23:00:00,-178035.0,-3128.0,-18648.0,-18377.0,-46545.0,-16477.0,-8623.0,-20043.0,3.0
2022-01-06 00:00:00,-173973.0,-3062.0,-17820.0,-17981.0,-44862.0,-16061.0,-8442.0,-18875.0,3.0
2022-01-06 01:00:00,-171133.0,-3025.0,-17136.0,-17710.0,-43872.0,-15905.0,-8440.0,-17955.0,3.0
2022-01-06 02:00:00,-170312.0,-3103.0,-16980.0,-17574.0,-43555.0,-15909.0,-8762.0,-17415.0,3.0
2022-01-06 03:00:00,-178938.0,-3316.0,-17726.0,-18122.0,-44227.0,-15729.0,-8964.0,-17339.0,3.0
2022-01-06 04:00:00,-188158.0,-3896.0,-19590.0,-19022.0,-46508.0,-15754.0,-9135.0,-17493.0,3.0
2022-01-06 05:00:00,-200731.0,-4517.0,-22603.0,-19086.0,-51175.0,-16103.0,-9161.0,-17711.0,3.0
2022-01-06 06:00:00,-211254.0,-4751.0,-23613.0,-19226.0,-57176.0,-16559.0,-10031.0,-17467.0,3.0
2022-01-06 07:00:00,-214289.0,-4687.0,-23903.0,-20332.0,-60803.0,-17332.0,-10113.0,-18711.0,3.0
2022-01-06 08:00:00,-223046.0,-4694.0,-23691.0,-22461.0,-59834.0,-18146.0,-10606.0,-21018.0,3.0
2022-01-06 09:00:00,-228738.0,-4564.0,-23515.0,-24103.0,-56190.0,-18666.0,-10533.0,-21598.0,3.0
2022-01-06 10:00:00,-235122.0,-4458.0,-23734.0,-24631.0,-53882.0,-19012.0,-10452.0,-22158.0,3.0
2022-01-06 11:00:00,-234239.0,-4424.0,-23945.0,-23547.0,-52831.0,-19282.0,-9947.0,-22527.0,3.0
2022-01-06 12:00:00,-227508.0,-4330.0,-23726.0,-23319.0,-53501.0,-19293.0,-9962.0,-22624.0,3.0
2022-01-06 13:00:00,-217874.0,-4322.0,-23983.0,-22848.0,-55684.0,-19162.0,-10607.0,-21764.0,3.0
2022-01-06 14:00:00,-213507.0,-4562.0,-24205.0,-22956.0,-58686.0,-19361.0,-10943.0,-20415.0,3.0
2022-01-06 15:00:00,-221483.0,-4986.0,-24953.0,-24364.0,-62248.0,-19289.0,-11184.0,-19800.0,3.0
2022-01-06 16:00:00,-234230.0,-4821.0,-24750.0,-25128.0,-65283.0,-19245.0,-10912.0,-20765.0,3.0
2022-01-06 17:00:00,-236407.0,-4489.0,-24554.0,-26514.0,-62609.0,-19227.0,-10378.0,-21900.0,3.0
2022-01-06 18:00:00,-235085.0,-4182.0,-24229.0,-26900.0,-60025.0,-19342.0,-9980.0,-23002.0,3.0
2022-01-06 19:00:00,-223167.0,-3888.0,-23440.0,-25698.0,-57178.0,-18954.0,-10189.0,-24109.0,3.0
2022-01-06 20:00:00,-214365.0,-3663.0,-22480.0,-23619.0,-54292.0,-18226.0,-10358.0,-23374.0,3.0
2022-01-06 21:00:00,-200788.0,-3406.0,-21596.0,-21339.0,-51115.0,-17246.0,-9309.0,-22447.0,3.0
2022-01-06 22:00:00,-185296.0,-3161.0,-20511.0,-19803.0,-48404.0,-16515.0,-9698.0,-21465.0,3.0
2022-01-06 23:00:00,-170678.0,-3027.0,-19136.0,-18176.0,-46471.0,-15953.0,-9850.0,-19913.0,3.0
2022-01-07 00:00:00,-163288.0,-3048.0,-18428.0,-17209.0,-44933.0,-15707.0,-9505.0,-18816.0,3.0
2022-01-07 01:00:00,-159926.0,-3039.0,-17847.0,-17077.0,-43849.0,-15684.0,-9490.0,-18480.0,3.0
2022-01-07 02:00:00,-162672.0,-3036.0,-17710.0,-17527.0,-43188.0,-15942.0,-9243.0,-18378.0,3.0
2022-01-07 03:00:00,-172529.0,-3364.0,-18508.0,-19023.0,-43873.0,-16698.0,-9123.0,-18900.0,3.0
2022-01-07 04:00:00,-189336.0,-3973.0,-20458.0,-22657.0,-45911.0,-18404.0,-9587.0,-20572.0,3.0
2022-01-07 05:00:00,-217101.0,-4532.0,-23521.0,-25388.0,-50034.0,-19590.0,-10459.0,-21969.0,3.0
2022-01-07 06:00:00,-239859.0,-4682.0,-24332.0,-27227.0,-55302.0,-20304.0,-10766.0,-23440.0,3.0
2022-01-07 07:00:00,-251482.0,-4755.0,-23741.0,-28666.0,-59448.0,-20817.0,-10602.0,-25387.0,3.0
2022-01-07 08:00:00,-259783.0,-4727.0,-22801.0,-29818.0,-60207.0,-20681.0,-10774.0,-26550.0,3.0
2022-01-07 09:00:00,-260393.0,-4754.0,-22108.0,-30536.0,-58758.0,-20683.0,-10814.0,-27434.0,3.0
2022-01-07 10:00:00,-264363.0,-4680.0,-21963.0,-30171.0,-57153.0,-20633.0,-10660.0,-27386.0,3.0
2022-01-07 11:00:00,-264780.0,-4547.0,-22039.0,-29664.0,-57146.0,-21091.0,-10553.0,-27503.0,3.0
2022-01-07 12:00:00,-255630.0,-4348.0,-22166.0,-29616.0,-57434.0,-21263.0,-10279.0,-27745.0,3.0
2022-01-07 13:00:00,-248229.0,-4301.0,-23115.0,-29432.0,-58559.0,-21362.0,-10395.0,-27253.0,3.0
2022-01-07 14:00:00,-242300.0,-4423.0,-24239.0,-29869.0,-59891.0,-21731.0,-10393.0,-25769.0,3.0
2022-01-07 15:00:00,-239255.0,-4669.0,-25457.0,-31189.0,-61787.0,-21946.0,-10299.0,-24926.0,3.0
2022-01-07 16:00:00,-238559.0,-4509.0,-25309.0,-30963.0,-63812.0,-21782.0,-9909.0,-25767.0,3.0
2022-01-07 17:00:00,-232178.0,-4183.0,-25094.0,-31171.0,-61281.0,-21821.0,-9389.0,-26320.0,3.0
2022-01-07 18:00:00,-226760.0,-3857.0,-24613.0,-30312.0,-58629.0,-21485.0,-8828.0,-27119.0,3.0
2022-01-07 19:00:00,-221243.0,-3576.0,-23782.0,-28965.0,-55914.0,-20292.0,-8267.0,-26094.0,3.0
2022-01-07 20:00:00,-213978.0,-3421.0,-23019.0,-26466.0,-53176.0,-19460.0,-7709.0,-25198.0,3.0
2022-01-07 21:00:00,-203227.0,-3139.0,-22251.0,-23840.0,-50213.0,-18323.0,-7353.0,-22579.0,3.0
2022-01-07 22:00:00,-189810.0,-2979.0,-21142.0,-21569.0,-47813.0,-17274.0,-7146.0,-22285.0,3.0
2022-01-07 23:00:00,-174952.0,-2837.0,-19986.0,-20343.0,-46377.0,-16779.0,-6910.0,-20905.0,3.0
2022-01-08 00:00:00,-166365.0,-2734.0,-19001.0,-19413.0,-45039.0,-16415.0,-6551.0,-19643.0,3.0
2022-01-08 01:00:00,-160633.0,-2681.0,-18310.0,-19012.0,-43875.0,-16330.0,-6808.0,-19111.0,3.0
2022-01-08 02:00:00,-162485.0,-2698.0,-17981.0,-18855.0,-42907.0,-16389.0,-6963.0,-19000.0,3.0
2022-01-08 03:00:00,-163993.0,-2744.0,-18234.0,-19739.0,-43065.0,-16868.0,-7098.0,-19132.0,3.0
2022-01-08 04:00:00,-163853.0,-2940.0,-18682.0,-22207.0,-44298.0,-17676.0,-7176.0,-19613.0,3.0
2022-01-08 05:00:00,-171391.0,-3154.0,-19992.0,-23954.0,-46069.0,-18298.0,-7614.0,-20526.0,3.0
2022-01-08 06:00:00,-180189.0,-3465.0,-21206.0,-24915.0,-48343.0,-19083.0,-8303.0,-21875.0,3.0
2022-01-08 07:00:00,-190547.0,-3681.0,-22331.0,-26951.0,-51019.0,-19793.0,-8542.0,-23689.0,3.0
2022-01-08 08:00:00,-202098.0,-3867.0,-22886.0,-27287.0,-52701.0,-20481.0,-9126.0,-25402.0,3.0
2022-01-08 09:00:00,-211050.0,-3861.0,-23180.0,-27117.0,-53322.0,-20743.0,-9480.0,-25783.0,3.0
2022-01-08 10:00:00,-217881.0,-3720.0,-23744.0,-26477.0,-53523.0,-20913.0,-9560.0,-25702.0,3.0
2022-01-08 11:00:00,-222170.0,-3657.0,-23609.0,-25687.0,-53890.0,-21064.0,-9278.0,-26708.0,3.0
2022-01-08 12:00:00,-219878.0,-3622.0,-22980.0,-25479.0,-54635.0,-20689.0,-9192.0,-26701.0,3.0
2022-01-08 13:00:00,-216690.0,-3651.0,-22731.0,-26168.0,-55664.0,-20672.0,-9150.0,-25624.0,3.0
2022-01-08 14:00:00,-219260.0,-3910.0,-22998.0,-26695.0,-56223.0,-20959.0,-9228.0,-24787.0,3.0
2022-01-08 15:00:00,-228458.0,-4314.0,-23911.0,-28672.0,-58025.0,-20999.0,-9116.0,-24375.0,3.0
2022-01-08 16:00:00,-238939.0,-4238.0,-23826.0,-29781.0,-60472.0,-20810.0,-9204.0,-25226.0,3.0
2022-01-08 17:00:00,-238204.0,-3854.0,-23542.0,-30240.0,-58489.0,-20600.0,-9063.0,-26007.0,3.0
2022-01-08 18:00:00,-228632.0,-3596.0,-23222.0,-28811.0,-56124.0,-20560.0,-8761.0,-26571.0,3.0
2022-01-08 19:00:00,-213604.0,-3488.0,-22527.0,-27517.0,-53097.0,-19628.0,-8251.0,-27253.0,3.0
2022-01-08 20:00:00,-203763.0,-3322.0,-21534.0,-25709.0,-50991.0,-18748.0,-7740.0,-26081.0,3.0
2022-01-08 21:00:00,-192194.0,-3139.0,-20581.0,-23291.0,-48835.0,-17560.0,-7404.0,-24432.0,3.0
2022-01-08 22:00:00,-173899.0,-3086.0,-19520.0,-21214.0,-46766.0,-16611.0,-7098.0,-22581.0,3.0
2022-01-08 23:00:00,-162728.0,-2993.0,-18487.0,-19312.0,-44654.0,-15881.0,-7068.0,-20783.0,3.0
2022-01-09 00:00:00,-153430.0,-2981.0,-17917.0,-18392.0,-43592.0,-15453.0,-6716.0,-19477.0,3.0
2022-01-09 01:00:00,-151560.0,-3016.0,-17401.0,-17719.0,-42763.0,-15221.0,-6683.0,-18900.0,3.0
2022-01-09 02:00:00,-147551.0,-2938.0,-17133.0,-17723.0,-41759.0,-15348.0,-6667.0,-18301.0,3.0
2022-01-09 03:00:00,-146917.0,-2970.0,-17394.0,-18013.0,-41660.0,-15568.0,-6725.0,-18119.0,3.0
2022-01-09 04:00:00,-147854.0,-3056.0,-17901.0,-19315.0,-42345.0,-16019.0,-6801.0,-18562.0,3.0
2022-01-09 05:00:00,-150138.0,-3201.0,-18963.0,-20958.0,-43624.0,-16412.0,-6847.0,-19323.0,3.0
2022-01-09 06:00:00,-160851.0,-3474.0,-19928.0,-21408.0,-45700.0,-16879.0,-7114.0,-19627.0,3.0
2022-01-09 07:00:00,-180692.0,-3568.0,-21058.0,-23812.0,-47582.0,-17336.0,-7368.0,-21198.0,3.0
2022-01-09 08:00:00,-197610.0,-3793.0,-21788.0,-25280.0,-48686.0,-17842.0,-7781.0,-23317.0,3.0
2022-01-09 09:00:00,-206888.0,-3864.0,-22225.0,-25732.0,-48522.0,-17780.0,-8214.0,-24456.0,3.0
2022-01-09 10:00:00,-214191.0,-3867.0,-22397.0,-26082.0,-47916.0,-18069.0,-8169.0,-25235.0,3.0
2022-01-09 11:00:00,-212522.0,-3746.0,-22084.0,-24616.0,-47302.0,-18621.0,-8244.0,-25961.0,3.0
2022-01-09 12:00:00,-204152.0,-3687.0,-21675.0,-23491.0,-47063.0,-18955.0,-8452.0,-26317.0,3.0
2022-01-09 13:00:00,-198056.0,-3714.0,-21717.0,-23235.0,-47980.0,-18793.0,-8782.0,-24986.0,3.0
2022-01-09 14:00:00,-196504.0,-3796.0,-22113.0,-24223.0,-49894.0,-19342.0,-9245.0,-23747.0,3.0
2022-01-09 15:00:00,-204080.0,-4157.0,-23316.0,-26441.0,-53949.0,-19609.0,-9407.0,-23571.0,3.0
2022-01-09 16:00:00,-209278.0,-4027.0,-23389.0,-27559.0,-59148.0,-19603.0,-9102.0,-23955.0,3.0
2022-01-09 17:00:00,-209984.0,-3867.0,-23288.0,-28900.0,-57598.0,-19629.0,-8541.0,-24711.0,3.0
2022-01-09 18:00:00,-206280.0,-3727.0,-23040.0,-27678.0,-55735.0,-19432.0,-8070.0,-24609.0,3.0
2022-01-09 19:00:00,-196669.0,-3469.0,-22368.0,-26656.0,-53578.0,-19116.0,-7433.0,-25431.0,3.0
2022-01-09 20:00:00,-191588.0,-3236.0,-21268.0,-24884.0,-51242.0,-18449.0,-6723.0,-23938.0,3.0
